Client Name:	12
Session Type:	2 Ch Synchrony
Number of Channels:	2
Start Session:	
Time	Reward Frequency	Reward Percent	Inhibit Percent	Feedback Selection	Reward Amplitude	Reward Threshold	Reward Percent	Inhibit 0.5-2.0 Ampl.	Inhibit 0.5-2.0 Thres.	Inhibit 2.0-4.5 Ampl.	Inhibit 2.0-4.5 Thres.	Inhibit 4.5-8.0 Ampl.	Inhibit 4.5-8.0 Thres.	Inhibit 8.0-12.0 Ampl.	Inhibit 8.0-12.0 Thres.	Inhibit 12.0-15.0 Ampl.	Inhibit 12.0-15.0 Thres.	Inhibit 15.0-18.0 Ampl.	Inhibit 15.0-18.0 Thres.	Inhibit 18.0-22.0 Ampl.	Inhibit 18.0-22.0 Thres.	Inhibit 22.0-30.0 Ampl.	Inhibit 22.0-30.0 Thres.	Inhibit 30.0-40.0 Ampl.	Inhibit 30.0-40.0 Thres.	InhibitMeas	HR	GSR	Temp
18:36:57	10.0000	60.0000	50.0000	Synchrony	null	null	0.0000	null	0.0000	null	0.0000	null	0.0000	null	0.0000	null	0.0000	null	0.0000	null	0.0000	null	0.0000	null	0.0000	0.0000	0.0	0.000	0.00
18:36:58	10.0000	60.0000	50.0000	Synchrony	null	null	0.0000	null	0.0000	null	0.0000	null	0.0000	null	0.0000	null	0.0000	null	0.0000	null	0.0000	null	0.0000	null	0.0000	0.0000	0.0	0.000	0.00
18:36:59	10.0000	60.0000	50.0000	Synchrony	214.8593	10.9566	0.6400	742.3024	115.3648	537.1788	148.6009	398.1917	116.2194	278.1574	92.8412	157.9399	47.8856	85.3639	34.1822	130.6857	49.3505	144.1450	86.7067	117.9285	78.1612	0.0000	2.4	2.421	2.41
18:37:00	10.0000	60.0000	50.0000	Synchrony	225.9380	32.9309	0.4100	3426.7622	4855.7598	841.2780	2472.4692	300.3758	1330.6628	156.1393	879.4278	138.8345	663.8665	149.5775	580.8832	67.1435	460.1774	28.0172	306.0525	23.2256	279.5002	0.3585	2.3	2.335	2.32
18:37:01	10.0000	60.0000	50.0000	Synchrony	2.5331	6.3176	0.6400	615.6452	697.2551	20.4788	20.7840	5.9819	12.6047	3.0215	3.3572	2.5331	3.5098	2.3500	2.5026	2.4416	2.6857	4.3033	4.6085	4.1507	4.7306	4.0664	2.2	2.267	2.26
18:37:02	10.0000	60.0000	50.0000	Synchrony	5.3104	2.9299	0.9600	132.6695	818.9681	11.9638	22.0658	6.9280	9.3391	6.1345	7.8131	4.3033	6.1955	4.0897	7.3247	3.1435	4.7916	4.5474	5.8598	6.0429	7.1722	8.6166	2.1	2.209	2.21
18:37:03	10.0000	60.0000	50.0000	Synchrony	6.2260	3.8455	1.0000	37.7835	587.5060	14.6495	24.0801	11.3534	11.2008	6.8670	9.2780	4.2423	6.7144	3.6013	4.9442	2.7773	4.3948	4.7306	6.3786	3.3267	6.9280	13.1378	2.0	2.156	2.15
18:37:04	10.0000	60.0000	50.0000	Synchrony	3.0215	3.9371	0.1900	32.8088	269.1846	12.1774	25.9723	7.1722	14.2833	3.3267	9.0644	2.8994	6.7754	3.0520	4.5780	2.0753	4.2728	3.8150	6.2871	3.1741	6.9280	19.0948	2.0	2.105	2.11
18:37:05	10.0000	60.0000	50.0000	Synchrony	3.5098	3.3267	0.4800	16.3281	246.5389	5.8903	22.9204	5.5546	11.7806	4.3338	9.0644	2.5331	5.9208	3.4182	4.5474	2.6552	4.0591	3.4793	6.0124	3.5098	6.7144	25.2007	1.9	2.059	2.06
18:37:06	10.0000	60.0000	50.0000	Synchrony	4.5780	3.2046	0.6100	35.1588	168.4693	15.8398	21.7911	6.9280	10.6819	5.3104	9.1254	4.1202	5.9819	2.8689	4.5169	3.9981	4.0286	2.6857	5.7988	2.7163	6.9280	28.8339	1.9	2.014	2.02
