Client Name:	12
Session Type:	2 Ch Synchrony
Number of Channels:	2
Start Session:	
Time	Reward Frequency	Reward Percent	Inhibit Percent	Feedback Selection	Reward Amplitude	Reward Threshold	Reward Percent	Inhibit 0.5-2.0 Ampl.	Inhibit 0.5-2.0 Thres.	Inhibit 2.0-4.5 Ampl.	Inhibit 2.0-4.5 Thres.	Inhibit 4.5-8.0 Ampl.	Inhibit 4.5-8.0 Thres.	Inhibit 8.0-12.0 Ampl.	Inhibit 8.0-12.0 Thres.	Inhibit 12.0-15.0 Ampl.	Inhibit 12.0-15.0 Thres.	Inhibit 15.0-18.0 Ampl.	Inhibit 15.0-18.0 Thres.	Inhibit 18.0-22.0 Ampl.	Inhibit 18.0-22.0 Thres.	Inhibit 22.0-30.0 Ampl.	Inhibit 22.0-30.0 Thres.	Inhibit 30.0-40.0 Ampl.	Inhibit 30.0-40.0 Thres.	InhibitMeas	HR	GSR	Temp
18:35:04	12.0000	60.0000	50.0000	Synchrony	null	null	0.0000	null	0.0000	null	0.0000	null	0.0000	null	0.0000	null	0.0000	null	0.0000	null	0.0000	null	0.0000	null	0.0000	0.0000	0.0	0.000	0.00
18:35:05	12.0000	60.0000	50.0000	Synchrony	null	null	0.0000	null	0.0000	null	0.0000	null	0.0000	null	0.0000	null	0.0000	null	0.0000	null	0.0000	null	0.0000	null	0.0000	0.0000	0.0	0.000	0.00
18:35:06	12.0000	60.0000	50.0000	Synchrony	null	null	0.0000	null	0.0000	null	0.0000	null	0.0000	null	0.0000	null	0.0000	null	0.0000	null	0.0000	null	0.0000	null	0.0000	0.0000	0.0	0.000	0.00
18:35:07	12.0000	60.0000	50.0000	Synchrony	259.6929	12.4521	0.7400	1422.8632	347.6509	910.6495	450.4721	617.2628	366.8784	419.6776	284.9938	252.1545	146.1593	138.9566	104.9881	198.9280	154.9795	199.2942	246.3252	163.9218	225.3276	0.0000	2.4	2.411	2.40
18:35:08	12.0000	60.0000	50.0000	Synchrony	130.5331	36.4711	0.2500	3355.8037	5107.9751	689.4726	2627.1741	193.7702	1329.1368	88.3853	876.8947	91.3152	671.9542	129.0377	648.6066	37.2952	464.1450	8.5150	336.5417	8.8202	310.3252	0.5789	2.3	2.324	2.31
18:35:09	12.0000	60.0000	50.0000	Synchrony	2.8383	5.7988	0.5800	620.5284	779.8112	15.0157	16.9690	6.5923	7.9657	6.5618	10.4988	2.5331	2.9909	2.7773	3.1130	2.8383	3.9981	2.5942	2.7468	3.8150	4.7306	5.3933	2.2	2.259	2.25
18:35:10	12.0000	60.0000	50.0000	Synchrony	2.8078	2.8078	0.4500	126.7792	911.3515	12.0858	18.3424	4.8526	8.4540	3.7539	9.9495	2.2585	3.3267	1.6786	3.1435	3.4793	5.4630	2.3195	3.0825	2.7468	5.1578	13.1858	2.1	2.201	2.20
18:35:11	12.0000	60.0000	50.0000	Synchrony	1.7701	2.5637	0.0000	24.0496	656.9690	14.1001	17.3047	8.9728	8.9423	2.7468	8.3929	1.8007	3.5708	1.8007	4.3643	2.5331	5.5241	2.0143	3.1435	2.7773	5.3410	20.7047	2.0	2.136	2.13
18:35:12	12.0000	60.0000	50.0000	Synchrony	4.1507	2.4721	1.0000	10.1631	272.3586	6.0124	20.3567	3.8760	9.4611	5.4936	9.1559	3.7234	3.8455	3.9371	3.4487	2.2279	5.6156	2.9299	3.2961	2.9604	5.5546	20.7623	1.9	2.090	2.09
18:35:13	12.0000	60.0000	50.0000	Synchrony	3.3267	2.5942	0.5800	26.0944	236.3453	14.3748	20.6009	7.8436	9.0644	4.2423	8.2403	2.5637	4.0591	1.5870	3.5708	1.7701	5.3410	3.2961	3.8150	2.2279	5.7682	22.5330	1.8	2.043	2.04
18:35:14	12.0000	60.0000	50.0000	Synchrony	3.9981	2.6247	0.7400	16.2365	168.2556	7.2942	19.5937	3.8150	9.2780	4.4864	8.3929	3.1130	4.3033	1.7396	4.1202	2.5026	4.7306	2.8383	3.6929	2.5331	5.5851	26.2542	1.8	1.990	1.99
18:35:15	12.0000	60.0000	50.0000	Synchrony	3.3267	2.6857	0.7700	6.8059	115.0901	6.0124	17.9456	3.6013	9.7663	4.3643	8.1793	3.1130	4.3643	3.3572	4.0286	2.6552	4.7000	2.8078	3.9065	2.5331	5.4020	27.7673	1.7	1.948	1.95
18:35:16	12.0000	60.0000	50.0000	Synchrony	3.7539	2.7163	0.9000	9.7358	59.1168	5.8903	15.4430	3.9676	10.0105	3.3572	7.9962	2.6857	4.4254	1.5870	4.0286	2.4721	4.5474	3.7234	4.2117	2.2279	5.0968	29.9409	1.6	1.905	1.91
18:35:17	12.0000	60.0000	50.0000	Synchrony	2.8383	2.8078	0.5100	6.8975	53.3486	4.6695	14.6800	4.2117	9.2780	5.4936	8.1183	1.9533	4.3643	1.2818	4.1812	2.2890	4.3033	2.9604	4.3033	2.0753	4.7916	33.2425	1.6	1.863	1.87
18:35:18	12.0000	60.0000	50.0000	Synchrony	3.1435	2.8078	0.8700	11.7806	48.2823	7.4773	14.4359	4.9747	9.0033	4.1507	7.4773	3.1741	4.3033	2.7163	4.1507	2.5026	3.9981	2.9299	4.2728	3.2656	4.7916	35.8401	1.5	1.825	1.84
18:35:19	12.0000	60.0000	50.0000	Synchrony	2.9299	2.8383	0.3800	11.2618	42.4835	4.4254	14.2527	4.1507	8.9118	4.1812	7.4468	3.5708	4.3948	3.3267	4.1812	3.0520	4.3948	3.3877	4.4559	2.6247	4.7000	36.3699	1.5	1.788	1.80
18:35:20	12.0000	60.0000	50.0000	Synchrony	2.4721	2.7468	0.2900	10.6819	37.9361	13.8255	15.5651	6.3786	8.9728	5.7072	7.4163	2.0448	4.2728	3.7539	4.1812	2.6857	4.3948	2.8383	4.4559	3.0215	4.6695	36.1071	1.4	1.747	1.76
18:35:21	12.0000	60.0000	50.0000	Synchrony	3.4182	2.7773	0.4800	15.9924	33.5107	15.4735	15.9924	5.7377	8.9423	3.6319	7.2637	2.8078	4.3033	2.1974	4.3643	1.4649	4.3338	2.8078	4.4559	2.0753	4.7000	36.3513	1.4	1.710	1.73
18:35:22	12.0000	60.0000	50.0000	Synchrony	3.9065	2.8689	1.0000	11.8417	30.8250	13.5508	18.0982	5.4936	9.1254	5.2494	7.3247	3.1741	4.3033	1.9838	4.1507	1.8617	4.0897	2.5026	4.4254	2.1669	4.6390	37.4239	1.3	1.673	1.70
18:35:23	12.0000	60.0000	50.0000	Synchrony	3.8455	2.8994	0.6100	13.0930	29.8484	7.4773	17.6710	6.3786	9.0033	5.4630	7.6299	3.2656	4.3338	2.6552	3.9371	2.9299	4.0286	2.7163	4.3948	2.3805	4.5474	38.0832	1.2	1.636	1.66
