Client Name:	12
Session Type:	Alpha Theta 2Ch
Number of Channels:	2
Start Session:	
Time	Alpha Reward Frequency	Theta Reward Frequency	Feedback Crossover	Dominant Frequency	Reward Amplitude	Reward Threshold	Reward Percent	Reward Amplitude	Reward Threshold	Reward Percent	Inhibit 2-5 Amplitude	Inhibit 2-5 Threshold	Inhibit 2-5 Percent	Inhibit 15-30 Amplitude	Inhibit 15-30 Threshold	Inhibit 15-30 Percent	HR	GSR	Temp
18:28:14	10.0000	7.0000	0.0000	4.0000	null	null	0.0000	null	null	0.0000	null	null	0.0000	null	null	0.0000		0.0	0.000	0.00
18:28:15	10.0000	7.0000	0.0000	4.0000	null	null	0.0000	null	null	0.0000	null	null	0.0000	null	null	0.0000		0.0	0.000	0.00
18:28:16	10.0000	7.0000	0.0000	4.0000	null	null	0.0000	null	null	0.0000	null	null	0.0000	null	null	0.0000		0.0	0.000	0.00
18:28:17	10.0000	7.0000	0.0000	4.0000	127.4506	50.4187	0.8000	181.1960	72.8507	0.8000	382.4130	345.0873	0.7400	90.8879	99.7082	0.1900		-1.5	-1.645	-1.57
18:28:18	10.0000	7.0000	0.0000	4.0000	41.7511	127.1454	0.0000	61.3448	181.5317	0.0000	174.9700	791.7444	0.0000	4.6085	147.1054	0.0000		-1.5	-1.634	-1.56
18:28:19	10.0000	7.0000	0.0000	4.0670	2.6552	18.2203	0.0000	4.0897	29.7873	0.0000	6.5618	754.9681	0.0000	4.3033	143.3209	0.0000		-1.5	-1.631	-1.55
18:28:20	10.0000	7.0000	0.0000	4.4000	3.7539	5.5241	0.0600	3.7234	9.1559	0.0900	8.0572	729.6367	0.0000	3.4487	138.6819	0.0000		-1.5	-1.632	-1.54
18:28:21	10.0000	7.0000	0.0000	4.5310	4.7916	4.5169	0.7000	6.8975	7.5689	0.1900	13.3677	710.8364	0.0000	7.0806	135.5079	0.0000		-1.5	-1.636	-1.54
18:28:22	10.0000	7.0000	0.0000	4.6950	5.4020	4.8832	0.7400	3.5098	6.8059	0.0000	7.5689	684.7725	0.0000	13.2761	135.4163	0.0000		-1.5	-1.641	-1.55
18:28:23	10.0000	7.0000	0.0000	5.4860	4.4864	4.8832	0.2500	4.6085	6.0429	0.0900	8.1488	591.9924	0.0000	7.1111	135.3553	0.0000		-1.5	-1.647	-1.55
18:28:24	10.0000	7.0000	0.0000	6.0690	5.4936	5.0358	0.4500	8.1183	6.2260	0.7000	12.0553	578.5637	0.0000	5.4936	135.2027	0.0000		-1.5	-1.654	-1.56
18:28:25	10.0000	7.0000	0.0000	6.2000	2.9299	4.8221	0.0000	2.5637	5.9208	0.0000	10.4988	522.4073	0.0000	2.8994	126.5045	0.0000		-1.5	-1.662	-1.56
18:28:26	10.0000	7.0000	0.0000	6.0150	3.6319	4.5780	0.0600	8.1183	5.7072	0.8000	24.6905	475.5594	0.0000	4.7916	85.6996	0.0000		-1.5	-1.670	-1.57
18:28:27	10.0000	7.0000	0.0000	6.0150	5.1578	4.5780	0.6400	8.3014	6.2566	0.3500	17.8846	440.6142	0.0000	4.8832	37.7225	0.0000		-1.5	-1.678	-1.57
18:28:28	10.0000	7.0000	0.0000	6.0550	21.0587	4.7000	0.4800	28.4139	6.4702	0.4500	47.8856	431.0005	0.0000	15.0768	29.1159	0.2900		-1.5	-1.687	-1.58
18:28:29	10.0000	7.0000	0.0000	6.1850	46.2985	5.0663	0.9600	66.5637	6.8670	0.9300	137.1865	361.0797	0.0000	24.0801	35.3419	0.1200		-1.5	-1.696	-1.59
18:28:30	10.0000	7.0000	0.0000	6.2900	2.6247	5.1273	0.0000	3.1435	6.9585	0.0000	12.9404	302.1154	0.0000	4.1812	36.2270	0.0000		-1.5	-1.707	-1.60
18:28:31	10.0000	7.0000	0.0000	6.2000	4.9747	5.0052	0.5800	5.1273	6.5618	0.0000	14.7105	259.4792	0.0000	3.6319	36.0744	0.0000		-1.5	-1.722	-1.61
18:28:32	10.0000	7.0000	0.0000	6.1700	4.8526	5.0663	0.2200	3.5708	6.4397	0.0000	10.3157	212.3872	0.0000	4.3643	35.8913	0.0000		-1.5	-1.729	-1.62
18:28:33	10.0000	7.0000	0.0000	6.1300	50.1745	5.1578	0.9000	74.0105	6.4702	0.9000	180.0057	254.8097	0.3500	27.4983	43.9790	0.3500		-1.5	-1.738	-1.63
18:28:34	10.0000	7.0000	0.0000	5.6050	12.5436	5.3715	1.0000	6.9280	6.6533	0.3800	17.8541	291.8302	0.0000	6.6533	49.6862	0.0000		-1.5	-1.749	-1.63
