Client Name:	12
Session Type:	2 Ch Synchrony
Number of Channels:	2
Start Session:	
Time	Reward Frequency	Reward Percent	Inhibit Percent	Feedback Selection	Reward Amplitude	Reward Threshold	Reward Percent	Inhibit 0.5-2.0 Ampl.	Inhibit 0.5-2.0 Thres.	Inhibit 2.0-4.5 Ampl.	Inhibit 2.0-4.5 Thres.	Inhibit 4.5-8.0 Ampl.	Inhibit 4.5-8.0 Thres.	Inhibit 8.0-12.0 Ampl.	Inhibit 8.0-12.0 Thres.	Inhibit 12.0-15.0 Ampl.	Inhibit 12.0-15.0 Thres.	Inhibit 15.0-18.0 Ampl.	Inhibit 15.0-18.0 Thres.	Inhibit 18.0-22.0 Ampl.	Inhibit 18.0-22.0 Thres.	Inhibit 22.0-30.0 Ampl.	Inhibit 22.0-30.0 Thres.	Inhibit 30.0-40.0 Ampl.	Inhibit 30.0-40.0 Thres.	InhibitMeas	HR	GSR	Temp
14:20:12	39.7500	60.0000	50.0000	Synchrony	null	null	0.0000	null	0.0000	null	0.0000	null	0.0000	null	0.0000	null	0.0000	null	0.0000	null	0.0000	null	0.0000	null	0.0000	0.0000	0.0	0.000	0.00
14:20:13	39.7500	60.0000	50.0000	Synchrony	null	null	0.0000	null	0.0000	null	0.0000	null	0.0000	null	0.0000	null	0.0000	null	0.0000	null	0.0000	null	0.0000	null	0.0000	0.0000	0.0	0.000	0.00
14:20:14	39.7500	60.0000	50.0000	Synchrony	null	null	0.0000	null	0.0000	null	0.0000	null	0.0000	null	0.0000	null	0.0000	null	0.0000	null	0.0000	null	0.0000	null	0.0000	0.0000	0.0	0.000	0.00
14:20:15	39.7500	60.0000	50.0000	Synchrony	1.1292	0.0610	0.4100	28.1698	3.4793	51.8836	2.5026	52.0973	1.9838	34.5179	1.4039	16.5112	0.7935	12.3910	0.6409	16.9385	0.6714	33.0529	1.0682	26.1860	0.9156	0.0000	2.4	2.426	2.41
14:20:16	39.7500	60.0000	50.0000	Synchrony	108.9251	6.4702	0.6700	4166.2261	6714.7813	1510.4244	3566.4512	742.9128	2022.3634	452.4559	1366.2184	323.1436	983.6223	260.5475	738.7926	208.1450	731.5594	168.4082	738.6400	138.5598	681.9037	0.0801	2.2	2.308	2.30
14:20:17	39.7500	60.0000	50.0000	Synchrony	1.5260	3.4793	0.1900	1310.3672	2127.5957	41.6595	571.0863	7.8131	245.0434	2.7773	120.5227	3.0215	125.8941	4.4559	174.5122	3.2961	63.1149	2.5331	19.0749	2.6857	14.4664	3.6996	2.1	2.221	2.21
14:20:18	39.7500	60.0000	50.0000	Synchrony	1.5565	1.2513	0.6700	212.9061	841.8884	6.8670	15.1378	4.2423	6.5007	5.7072	7.9351	4.2423	5.3410	3.6319	3.9065	2.9299	3.0215	3.5708	4.3643	3.4487	3.4182	9.3834	2.0	2.149	2.14
14:20:19	39.7500	60.0000	50.0000	Synchrony	3.6013	1.3124	0.7000	52.9518	816.4960	20.1125	18.4645	5.6767	7.6910	6.0734	9.4917	5.7377	9.7663	3.4182	5.4020	3.2046	6.8059	3.7539	5.6156	4.1812	8.3014	13.9810	1.8	2.062	2.05
14:20:20	39.7500	60.0000	50.0000	Synchrony	1.0072	1.2818	0.2900	48.3739	397.1846	8.9728	19.2885	4.8221	7.7825	3.3572	9.7663	2.2890	7.6910	2.3195	4.5169	2.5026	4.6695	2.4111	5.2494	1.8922	5.1273	19.0143	1.8	1.999	1.99
14:20:21	39.7500	60.0000	50.0000	Synchrony	0.8851	1.1598	0.2200	22.8593	149.2418	8.3624	20.2651	7.5079	8.2098	6.7754	10.0715	3.5098	7.6299	1.9533	4.1202	2.5331	3.9371	2.5637	4.9137	1.7701	4.6390	21.0450	1.7	1.939	1.93
14:20:22	39.7500	60.0000	50.0000	Synchrony	1.0072	1.0377	0.2500	15.5956	115.8226	14.5579	23.2866	5.3410	9.1254	4.0591	9.0949	2.5331	6.7754	3.1435	4.3033	1.8007	3.8455	1.7396	4.4254	1.8312	4.5474	24.1945	1.6	1.886	1.88
14:20:23	39.7500	60.0000	50.0000	Synchrony	2.1364	1.0072	0.5400	23.2866	96.1679	12.8183	20.5398	4.8221	8.7592	3.6624	7.9351	3.2656	6.5618	3.2046	4.4254	3.3877	3.9981	3.5403	4.5169	3.8150	4.7000	23.0358	1.5	1.835	1.83
14:20:24	39.7500	60.0000	50.0000	Synchrony	1.7091	1.0377	0.7000	27.7425	91.4678	9.4306	22.4015	3.6319	8.9728	5.0052	8.4235	3.1741	6.1955	2.3805	4.4864	3.3877	4.6390	3.9981	5.2189	3.6929	5.4630	23.5121	1.5	1.784	1.79
14:20:25	39.7500	60.0000	50.0000	Synchrony	2.2279	1.0987	1.0000	18.4950	83.5022	12.2995	22.7372	7.2637	9.4001	4.4864	8.7287	4.8832	6.4092	2.7468	4.2117	3.1130	4.9747	5.1273	6.2566	4.1507	5.5241	22.3242	1.4	1.734	1.74
14:20:26	39.7500	60.0000	50.0000	Synchrony	6.0124	1.1903	1.0000	10.4378	77.9475	7.2332	22.2184	6.6228	9.1254	7.2332	8.4235	5.4325	6.8059	3.2961	4.4559	4.5780	6.2566	9.4306	7.5079	9.2780	7.2942	18.4914	1.3	1.688	1.69
14:20:27	39.7500	60.0000	50.0000	Synchrony	2.8689	1.2513	1.0000	19.8379	72.9728	9.2170	22.3100	5.7682	9.6443	5.4936	8.5761	2.9299	6.6838	3.3877	4.4559	2.9909	5.8293	3.9065	7.6605	3.0825	7.5994	20.8304	1.3	1.645	1.65
14:20:28	39.7500	60.0000	50.0000	Synchrony	1.0682	1.2818	0.1900	9.5832	70.2871	8.6981	20.7840	5.2799	9.6748	5.7988	8.6371	2.4111	6.3481	2.2279	4.3643	3.2656	5.2799	3.3877	7.2637	1.8922	7.2637	23.6516	1.2	1.602	1.61
14:20:29	39.7500	60.0000	50.0000	Synchrony	0.6714	1.0682	0.1600	7.8131	64.3968	3.5403	19.8379	6.0429	9.4306	7.6299	8.6981	3.0215	6.2260	2.5331	4.4254	2.4721	5.0358	2.6857	6.8975	1.6481	7.0806	25.3677	1.2	1.554	1.57
14:20:30	39.7500	60.0000	50.0000	Synchrony	0.6714	1.0072	0.0900	7.5689	59.8188	5.7072	18.7086	3.2656	9.4001	3.5098	8.7287	2.2890	6.0429	2.5942	4.4559	3.2046	5.0052	2.3805	6.7449	1.5870	6.2871	28.0159	1.1	1.511	1.52
14:20:31	39.7500	60.0000	50.0000	Synchrony	0.8851	1.0072	0.2900	9.7053	55.5155	6.2871	17.6404	3.2351	9.0033	2.6857	8.7897	2.5637	5.8293	2.3805	4.4254	2.8689	5.0358	2.0753	6.3786	1.6481	6.1040	30.4548	1.1	1.481	1.50
14:20:32	38.5000	60.0000	50.0000	Synchrony	14.3748	0.9461	0.2900	9.5222	49.5031	7.3858	16.5722	5.3104	8.8507	3.2656	8.7592	2.5942	5.7682	2.3500	4.3033	1.7396	4.9747	2.1974	6.0429	1.6175	5.8598	32.6917	1.0	1.445	1.47
14:20:33	7.5000	60.0000	50.0000	Synchrony	481.6633	0.9766	1.0000	5.3410	46.5122	4.6085	15.5041	3.8455	8.7287	4.9442	8.7287	3.8150	5.7988	2.9604	4.4254	2.7468	4.9137	2.8078	5.9819	1.7091	5.3715	34.9513	1.0	1.407	1.43
14:20:34	10.2500	60.0000	50.0000	Synchrony	1255.1263	1.0682	1.0000	11.5365	44.0095	8.7287	15.2599	7.9351	9.2170	7.6605	8.8507	3.2046	5.4936	3.5403	4.4254	2.5331	4.8832	2.4416	5.5851	2.4721	5.0663	35.0708	0.9	1.368	1.39
14:20:35	10.0000	60.0000	50.0000	Synchrony	871.7979	1.1598	1.0000	25.7282	43.8264	12.7573	16.4196	5.7072	9.3696	7.1111	8.8813	3.9676	5.4936	3.9981	4.4864	3.3267	4.8526	3.4487	5.4325	2.9604	5.1578	33.8619	0.9	1.332	1.36
14:20:36	10.0000	60.0000	50.0000	Synchrony	13.5203	1.1598	1.0000	15.5956	40.9881	4.7000	15.7177	3.3267	9.2170	3.4182	8.9118	3.1741	5.5851	2.1669	4.5474	1.3429	4.7611	2.7773	5.4325	1.8312	5.0358	35.6636	0.8	1.294	1.33
14:20:37	10.0000	60.0000	50.0000	Synchrony	4.1507	1.1598	1.0000	6.6838	37.0510	4.8526	14.8631	3.8150	9.0033	4.7306	8.8813	2.2890	5.4936	1.7396	4.5474	2.0143	4.7611	2.8383	5.2799	2.0753	4.9442	37.5088	0.8	1.258	1.29
14:20:38	10.0000	60.0000	50.0000	Synchrony	5.1273	1.5565	1.0000	16.1755	35.8913	8.8202	15.6261	4.6085	8.7592	5.9208	8.6676	2.1974	5.4325	1.7701	4.5169	1.6481	4.5780	2.1669	5.2494	1.9227	4.7916	38.7689	0.7	1.221	1.26
14:20:39	10.0000	60.0000	50.0000	Synchrony	4.1812	3.2656	0.6700	11.1092	34.9757	5.3715	14.8326	4.8526	8.7592	4.7611	8.6676	1.8617	5.3715	1.4344	4.4864	1.8617	4.5474	1.5565	5.3104	1.8617	4.7000	39.7454	0.7	1.186	1.22
14:20:40	10.0000	60.0000	50.0000	Synchrony	6.5312	3.7539	0.8300	5.6462	34.3348	6.3176	14.3138	6.1650	8.6981	8.0877	8.7897	2.9909	5.4020	1.8007	4.3948	2.7773	4.4559	3.2351	5.1273	1.8922	4.4254	39.8104	0.6	1.151	1.19
14:20:41	10.0000	60.0000	50.0000	Synchrony	10.3157	4.8221	1.0000	16.2365	33.9380	9.7053	13.7949	6.6838	8.7897	10.9261	9.2780	4.0897	5.4630	3.4793	4.4559	3.6624	4.5780	3.3267	5.1273	2.5331	4.3643	38.9160	0.6	1.117	1.16
14:20:42	10.0000	60.0000	50.0000	Synchrony	6.7754	6.2566	0.8700	31.0081	35.4030	6.1955	13.7339	7.1416	9.0033	7.2637	9.6748	4.0286	5.5851	2.7773	4.5169	2.7163	4.7916	2.9299	5.1273	2.2585	4.2728	39.5595	0.6	1.082	1.13
14:20:43	10.0000	60.0000	50.0000	Synchrony	8.7897	6.5007	0.9600	14.5579	34.2127	11.2923	13.7034	7.8741	9.3391	10.1326	10.0105	3.9676	5.5851	3.6013	4.5474	2.7163	4.7916	2.9909	5.1273	2.2279	4.1507	38.1968	0.5	1.048	1.09
14:20:44	10.0000	60.0000	50.0000	Synchrony	2.8078	6.0429	0.0000	9.3696	33.1445	7.0501	13.8560	5.8903	9.2780	3.2351	10.0715	3.3267	5.5851	3.1435	4.6085	2.9299	4.7306	3.7845	5.1884	2.1974	4.0591	39.3553	0.5	1.014	1.06
14:20:45	10.0000	60.0000	50.0000	Synchrony	6.3176	5.2189	0.7000	22.7678	31.6490	9.7969	13.8560	6.2871	9.4001	6.8975	10.0715	2.6247	5.6156	2.5026	4.6085	1.5565	4.5780	1.8312	5.2189	1.7701	4.0286	39.8958	0.4	0.982	1.03
14:20:46	10.0000	60.0000	50.0000	Synchrony	4.7000	4.8526	0.4500	11.0482	31.5269	4.4254	13.9170	7.4468	9.4917	5.5851	10.1631	3.4182	5.6156	3.1435	4.6085	3.4182	4.6390	3.0520	5.1273	1.2818	3.9676	40.2023	0.4	0.948	1.00
14:20:47	10.0000	60.0000	50.0000	Synchrony	3.3572	5.0052	0.0000	9.0949	30.9165	4.5169	13.7034	2.7773	9.5222	3.6319	10.1631	1.4039	5.7072	2.1669	4.6390	2.7163	4.6390	2.2890	5.0663	1.3124	3.8455	41.4496	0.4	0.916	0.97
14:20:48	10.0000	60.0000	50.0000	Synchrony	6.5007	4.7611	0.8300	11.4144	30.3977	11.3228	13.6423	8.4235	9.5222	8.0877	10.1326	2.4111	5.6767	1.5870	4.6085	2.0753	4.6390	3.2351	5.0663	1.5565	3.7539	41.0801	0.3	0.884	0.94
14:20:49	10.0000	60.0000	50.0000	Synchrony	3.2656	4.8526	0.0600	11.6891	30.1841	8.0267	13.8255	4.4254	9.6137	3.2046	10.2241	2.4416	5.6156	1.9533	4.5780	2.2585	4.5780	2.2585	5.0358	1.9533	3.7539	42.1350	0.3	0.851	0.91
14:20:50	10.0000	60.0000	50.0000	Synchrony	4.4864	4.5169	0.5100	7.4468	30.1230	4.3643	13.6423	4.3643	9.4611	5.1273	10.0410	1.9533	5.4936	2.3500	4.5169	2.7163	4.5474	2.6857	4.9442	1.9227	3.6013	43.2220	0.2	0.820	0.88
14:20:51	10.0000	60.0000	50.0000	Synchrony	3.9371	4.1812	0.4500	10.6209	29.5432	6.0124	13.5203	3.0825	9.3391	4.3033	9.8274	2.5942	5.4936	2.2585	4.4559	1.9533	4.5169	2.3805	4.9137	1.5565	3.4793	44.3135	0.2	0.788	0.85
14:20:52	10.0000	60.0000	50.0000	Synchrony	2.5637	3.7539	0.2500	9.5527	28.9938	7.0196	13.4897	4.8832	9.3085	3.3572	9.7053	3.7845	5.6767	2.5026	4.3643	2.0753	4.4864	2.5637	4.8526	1.3734	3.4182	45.1792	0.2	0.757	0.82
