Client Name:	2006
Session Type:	2 Ch ILF.HD
Number of Channels:	2
Start Session:	17.02.2019	19:51:04
Time	Reward Frequency	Inhibit Percent	Feedback Selection	Reward Amplitude	Reward Threshold	Reward Percent	Inhibit 0.5-2.0 Ampl.	Inhibit 0.5-2.0 Thres.	Inhibit 2.0-4.5 Ampl.	Inhibit 2.0-4.5 Thres.	Inhibit 4.5-8.0 Ampl.	Inhibit 4.5-8.0 Thres.	Inhibit 8.0-12.0 Ampl.	Inhibit 8.0-12.0 Thres.	Inhibit 12.0-15.0 Ampl.	Inhibit 12.0-15.0 Thres.	Inhibit 15.0-18.0 Ampl.	Inhibit 15.0-18.0 Thres.	Inhibit 18.0-22.0 Ampl.	Inhibit 18.0-22.0 Thres.	Inhibit 22.0-30.0 Ampl.	Inhibit 22.0-30.0 Thres.	Inhibit 30.0-40.0 Ampl.	Inhibit 30.0-40.0 Thres.	Inhibit Percent Meas.	VLF(0-0.1)	Delta(1-3)	Theta(4-7)	Alpha(8-12)	Beta(13-18)	hi-Beta(20-40)	HR	GSR	Temp
20:35:27	0.0006	95.000	DDX	4.9995	50.0010	0.0000	6.2566	0.0000	8.3014	0.0000	8.4235	0.0000	4.4864	0.0000	3.0520	0.0000	1.7091	0.0000	1.0072	0.0000	1.6786	0.0000	1.6481	0.0000	0.000	372.433	4.029	3.235	1.038	1.495	1.007	-2.1	-2.413	-2.41
20:35:28	0.0006	95.000	DDX	4.9995	50.0010	0.0000	6.2566	0.0000	8.3014	0.0000	8.4235	0.0000	4.4864	0.0000	3.0520	0.0000	1.7091	0.0000	1.0072	0.0000	1.6786	0.0000	1.6481	0.0000	0.000	372.433	4.029	3.235	1.038	1.495	1.007	-2.1	-2.413	-2.41
20:35:29	0.0006	95.000	DDX	4.9995	50.0010	0.0000	6.2566	0.0000	8.3014	0.0000	8.4235	0.0000	4.4864	0.0000	3.0520	0.0000	1.7091	0.0000	1.0072	0.0000	1.6786	0.0000	1.6481	0.0000	0.000	372.433	4.029	3.235	1.038	1.495	1.007	-1.1	-1.173	-1.15
20:35:30	0.0006	95.000	DDX	4.9995	50.0010	0.0000	466.9528	319.5422	301.0472	475.1931	337.6099	631.2103	355.4945	710.7144	171.7043	383.5727	107.6128	284.1698	211.3190	501.2876	276.8755	798.1230	169.2322	670.4282	0.000	372.433	79.657	37.265	21.120	22.737	10.194	-1.0	-1.039	-0.97
20:35:31	0.0006	95.000	DDX	4.9995	50.0010	0.0000	1582.4512	3979.2925	341.3639	1545.4307	132.7611	1206.4169	94.7640	1292.0248	63.8474	716.0248	41.5069	356.8069	40.0725	838.1956	17.7015	1676.1165	14.3138	998.4550	0.418	372.433	1110.432	156.902	74.773	89.454	36.837	-0.9	-1.034	-0.96
20:35:32	0.0006	95.000	DDX	4.9995	50.0010	0.0000	278.4931	423.4926	12.7878	21.6691	6.3481	11.6891	5.5851	10.2852	2.9604	5.3104	1.9227	2.3195	2.4721	3.7234	3.0825	4.9442	1.5870	2.0143	4.402	372.433	636.734	5.768	2.930	2.442	1.465	-0.9	-1.036	-0.96
20:35:33	0.0006	95.000	DDX	4.9995	50.0010	0.0000	55.7597	703.5422	7.9962	19.8379	7.0806	10.3462	5.9819	11.4449	5.6156	9.9189	1.7701	2.3805	2.8078	5.3104	3.3267	5.6767	1.9533	2.8689	11.131	372.433	287.161	3.449	1.801	1.373	1.160	-0.9	-1.041	-0.96
20:35:34	0.0006	95.000	DDX	4.9995	50.0010	0.0000	7.8741	602.0944	7.2637	15.9619	9.8884	16.2365	4.9747	12.1774	2.7468	8.3319	2.6552	3.1741	3.4793	7.6605	3.0520	4.8221	1.3429	2.8383	17.924	372.433	160.504	2.136	2.442	2.106	1.160	-0.9	-1.047	-0.96
20:35:35	0.0006	95.000	DDX	4.9995	50.0010	0.0000	5.5241	276.6924	6.1040	16.6333	6.3481	19.5327	5.5546	12.0553	3.1130	6.3786	2.1974	3.5098	2.7773	6.3786	2.4416	5.5851	1.5870	3.2351	22.865	372.433	91.987	3.723	1.923	1.099	0.794	-0.9	-1.055	-0.97
20:35:36	0.0006	95.000	DDX	4.9995	50.0010	0.0000	7.1416	265.0034	5.3410	16.4196	6.7754	17.4878	3.3572	11.9332	2.4721	5.5546	2.6857	4.7000	2.5942	6.6838	2.8078	5.6767	1.5260	3.4182	28.077	372.433	52.799	2.472	1.465	1.007	0.794	-0.9	-1.063	-0.97
